"accession","X20181107_18.053_1_1_track1.x","X20181107_18.053_10_1_track10.x","X20181107_18.053_11_1_track11.x","X20181107_18.053_12_1_track12.x","X20181107_18.053_13_1_track13.x","X20181107_18.053_14_1_track14.x","X20181107_18.053_15_1_track15.x","X20181107_18.053_16_1_track16.x","X20181107_18.053_17_1_track17.x","X20181107_18.053_18_1_track18.x","X20181107_18.053_2_1_track2.x","X20181107_18.053_3_1_track3.x","X20181107_18.053_4_1_track4.x","X20181107_18.053_5_1_track5.x","X20181107_18.053_6_1_track6.x","X20181107_18.053_7_1_track7.x","X20181107_18.053_8_1_track8.x","X20181107_18.053_9_1_track9.x","protein.x","pval_milieu.x","pval_vesicular_fraction","pval_milieu__vesicular_fraction","padj_milieu.x","padj_vesicular_fraction","padj_milieu__vesicular_fraction","Ratio_XIC$descr","Ratio_XIC$UF.YEL","X20181107_18.053_1_1_track1.y","X20181107_18.053_10_1_track10.y","X20181107_18.053_11_1_track11.y","X20181107_18.053_12_1_track12.y","X20181107_18.053_13_1_track13.y","X20181107_18.053_14_1_track14.y","X20181107_18.053_15_1_track15.y","X20181107_18.053_16_1_track16.y","X20181107_18.053_17_1_track17.y","X20181107_18.053_18_1_track18.y","X20181107_18.053_2_1_track2.y","X20181107_18.053_3_1_track3.y","X20181107_18.053_4_1_track4.y","X20181107_18.053_5_1_track5.y","X20181107_18.053_6_1_track6.y","X20181107_18.053_7_1_track7.y","X20181107_18.053_8_1_track8.y","X20181107_18.053_9_1_track9.y","protein.y","Goodness_of_fit","pval_milieu.y","padj_milieu.y","Ratio_PC$descr","Ratio_PC$UF.YEL"
"gi|659916820|emb|CDP49789.1|",8.33133258813542,8.41605472117202,9.10644708492175,9.36431318547662,8.68497121212597,8.67005382563802,8.10922882275708,9.25202674207634,9.15855347395341,8.89896849984806,8.61223685552285,8.72412932534263,8.08417172738076,8.25752216076857,8.22238139155666,8.83757783550177,8.59071007901594,8.96869626050033,"b91.a1.a1",0.0250269990101131,0.00747989329811279,0.932969608587123,0.0430588740733002,0.0357229386823662,0.953625762282779,"gi|659916820|emb|CDP49789.1| Serine/threonine protein kinase [Propionibacterium freudenreichii subsp. freudenreichii]",0.405600491107487,14,1,2,1,13,13,15,23,24,23,9,10,24,23,23,26,24,25,"b91.a1.a1","Not OK",0.000219956200992173,0.00105444652078691,"gi|659916820|emb|CDP49789.1| Serine/threonine protein kinase [Propionibacterium freudenreichii subsp. freudenreichii]",1.54782608695652
"gi|659916821|emb|CDP49790.1|",8.27582839733873,8.28830711689714,7.68416841454378,7.78519693244568,8.3379343422641,8.36592231152152,8.38968415403643,9.14246714517594,9.0856972421847,9.00084375353617,7.95755708978646,7.38354445327085,8.4692908724967,8.49742339398093,8.44171426899032,8.71830368033388,8.59160113786092,8.84150623285488,"c209.a1.a1",0.382691760994619,3.46537353480344e-05,0.257742762040153,0.451087735300041,0.000482454571058236,0.549951191763044,"gi|659916821|emb|CDP49790.1| Penicillin-binding protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.607012942025448,12,10,9,8,15,14,14,15,15,16,11,9,14,14,14,14,14,12,"c209.a1.a1","OK",0.895081639845235,0.949118928083426,"gi|659916821|emb|CDP49790.1| Penicillin-binding protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.982758620689655
"gi|659916822|emb|CDP49791.1|",6.91988253566027,7.77565817399055,7.78254856360661,8.220827322529,7.53026095177171,7.58027931749176,7.92484555545634,8.10546752101464,8.29249251564067,8.32977776420496,6.91988253566027,8.01348875068392,6.91988253566027,7.34822068682425,7.12407902992926,7.70499221199185,7.62979450375891,7.92784050625208,"c623.a1.a1",0.00267013238236733,0.0198909067985355,0.913810950990557,0.00663342304857174,0.0792774270963214,0.941327019368727,"gi|659916822|emb|CDP49791.1| Cell division protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.34874741909404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659916823|emb|CDP49792.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,4,2,4,3,5,3,4,3,5,5,5,5,5,5,"c423.a1.a1","OK",0.0535514424625607,0.141900024753114,"gi|659916823|emb|CDP49792.1| Hypothetical protein PFCIRM129_02105 [Propionibacterium freudenreichii subsp. freudenreichii]",1.65217391304348
"gi|659916824|emb|CDP49793.1|",7.36346823406073,7.21861047007053,5.85289346727365,5.85289346727365,8.03575555418782,8.22250521036061,8.24734066926619,8.8170096581204,9.16641134683823,9.6296766863188,7.49307556180099,7.92883462144265,8.17415108317947,8.49489114904391,8.50995173311674,8.48141628120301,9.35077361207859,9.13453660492867,"c352.a1.a1",0.0563487533224801,7.03001361308017e-06,0.0301858717698505,0.0889379183494415,0.000148887862152144,0.217181467019444,"gi|659916824|emb|CDP49793.1| Forkhead-associated protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.704987192076524,8,3,1,0,10,10,9,8,10,10,7,8,10,9,9,10,10,10,"c352.a1.a1","OK",0.0927323916141441,0.218932112532641,"gi|659916824|emb|CDP49793.1| Forkhead-associated protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.32786885245902
"gi|659916825|emb|CDP49794.1|",8.26947258594922,8.77618858771446,8.8002440278796,8.5002669757717,8.16817034017846,8.27129264793598,8.02136773368029,8.50309937533876,8.60069401930489,8.7315945085305,6.87341183715953,6.55352599427119,7.76050414685866,7.55187425205738,7.1522314931434,9.99970645344773,8.64173844806833,6.55352599427119,"c290.a1.a1",0.0655852588544798,0.342077518009182,0.433622113840571,0.101209563803292,0.585469305054913,0.655314502745108,"gi|659916825|emb|CDP49794.1| Forkhead-associated protein [Propionibacterium freudenreichii subsp. freudenreichii]",3.31430282118941,3,3,1,1,8,8,7,7,8,8,2,1,8,9,6,9,10,7,"c290.a1.a1","Not OK",0.697601312125525,0.865797675918636,"gi|659916825|emb|CDP49794.1| Forkhead-associated protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.07843137254902
"gi|659916830|emb|CDP49774.1|",7.44807294850399,7.84299940060688,8.29693629337743,8.32121460238708,8.05738634100167,7.94333321636525,7.94295822313457,8.00535674494656,7.81879783769081,6.28872787256264,7.56527400667299,7.61062625838336,7.35379653071053,7.27003280472602,7.37338098854934,7.42763770654172,6.25038802574952,7.44943827611106,"c372.a1.a1",0.0408774937734602,0.107772045419443,0.828100006197917,0.0664109429633342,0.281630722464017,0.889084115181485,"gi|659916830|emb|CDP49774.1| GTP-binding protein typA/BipA (Tyrosine phosphorylated protein A) [Propionibacterium freudenreichii subsp. freudenreichii]",0.242676857529323,7,1,2,2,4,4,4,2,4,2,8,8,8,8,8,8,6,8,"c372.a1.a1","OK",3.68376213091003e-06,2.47445780074413e-05,"gi|659916830|emb|CDP49774.1| GTP-binding protein typA/BipA (Tyrosine phosphorylated protein A) [Propionibacterium freudenreichii subsp. freudenreichii]",2.76
"gi|659916834|emb|CDP49778.1|",8.5970921188103,8.54367622271999,8.19209324451983,8.20820516756589,8.14115883502079,8.46181634438619,8.44905551347109,8.80791405223788,8.29176713875181,8.07651503920392,7.92804768153646,7.97895344197079,8.57902532495982,8.53681136939473,8.53853516768882,8.25821342394134,8.91474750680894,7.70789342750077,"c237.a1.a1",0.929351322986019,0.590007090152855,0.651561267546198,0.94296819218728,0.719380167646756,0.77294420175716,"gi|659916834|emb|CDP49778.1| Uracil phosphoribosyltransferase (UMP pyrophosphorylase) (UPRTase) [Propionibacterium freudenreichii subsp. freudenreichii]",1.15636581481662,11,10,9,10,10,11,10,4,8,8,11,10,11,11,11,11,11,9,"c237.a1.a1","OK",0.227478954784189,0.417709893580323,"gi|659916834|emb|CDP49778.1| Uracil phosphoribosyltransferase (UMP pyrophosphorylase) (UPRTase) [Propionibacterium freudenreichii subsp. freudenreichii]",1.2
"gi|659916840|emb|CDP49784.1|",7.52151901352594,7.89459676276464,7.67674892870958,7.38513883638378,8.00215595340609,8.17953383571923,8.12821751948842,8.33213151162286,8.54901894795852,8.62474256438976,6.76125425752987,6.57268983710648,7.98197453575086,7.93687263641949,7.85917680349161,8.11110517141915,8.48685583259605,7.05960638393718,"c483.a1.a1",0.0183728494989034,0.00426118743886657,0.476709400691621,0.0331549140794544,0.0240887534809396,0.677144139066226,"gi|659916840|emb|CDP49784.1| Hypothetical protein PFCIRM129_02060 [Propionibacterium freudenreichii subsp. freudenreichii]",0.487939606886292,4,5,4,4,5,5,5,4,5,5,4,3,5,5,5,5,5,4,"c483.a1.a1","OK",0.825190539749609,0.930376407473526,"gi|659916840|emb|CDP49784.1| Hypothetical protein PFCIRM129_02060 [Propionibacterium freudenreichii subsp. freudenreichii]",0.952380952380952
"gi|659916842|emb|CDP49786.1|",7.1876376292293,7.33830711085474,7.54506289415561,8.62207680932908,7.58156689056243,7.6224232772798,7.87404513365049,8.28175835182219,8.29023572790216,7.84259068022459,7.0409640498262,8.3028072641841,7.77070711011242,7.86451784683058,7.94434272133151,8.37212377197053,8.18597216548837,8.58659493584679,"c222.a1.a1",0.889072729615312,0.0747608354124224,0.478136002247293,0.916142209478202,0.216550463616553,0.677144139066226,"gi|659916842|emb|CDP49786.1| Ferrous iron uptake protein B 9.A.8.1.x [Propionibacterium freudenreichii subsp. freudenreichii]",1.12492461170993,8,3,3,2,7,7,5,7,11,9,11,11,12,13,13,15,15,14,"c222.a1.a1","OK",5.37456784137743e-06,3.41195105815561e-05,"gi|659916842|emb|CDP49786.1| Ferrous iron uptake protein B 9.A.8.1.x [Propionibacterium freudenreichii subsp. freudenreichii]",2.07407407407407
"gi|659916844|emb|CDP49788.1|",8.63805503751278,9.13942321798391,9.13076662328677,9.35924963035274,9.23908895148926,9.27671876182271,9.37659944668638,9.59457508447057,9.2652243167341,9.34707143072358,8.80522208263997,8.29866331591665,8.60682854346107,8.71182096661937,8.68947809579353,8.73784682187827,8.70500482237625,8.88806784538443,"b89.a1.a1",1.06756925435161e-06,0.114106091556144,0.999727771844986,1.02183846204305e-05,0.294022208009785,0.999727771844986,"gi|659916844|emb|CDP49788.1| Galactokinase [Propionibacterium freudenreichii subsp. freudenreichii]",0.236986684681733,22,8,10,6,18,14,11,10,12,11,19,20,23,23,23,23,21,20,"b89.a1.a1","OK",3.18955506394643e-08,3.28367308222681e-07,"gi|659916844|emb|CDP49788.1| Galactokinase [Propionibacterium freudenreichii subsp. freudenreichii]",1.94
"gi|659916848|emb|CDP49713.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,3,3,3,3,3,2,3,3,4,3,3,3,3,4,"c505.a1.a1","OK",0.106964785713628,0.242505001545699,"gi|659916848|emb|CDP49713.1| Hypothetical membrane protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.61111111111111
"gi|659916852|emb|CDP49717.1|",8.15684803892007,7.3454115799894,6.96602025641729,6.85820191156957,7.38543913749626,7.41721025980086,6.96681100750483,7.15302036143604,7.43726523559075,7.53692618364981,7.83718899930107,7.69050079593403,8.14190111630631,8.01898889283823,8.31286746016015,8.08496331682329,8.63994752661666,8.15258236351395,"c416.a1.a1",4.24162229073917e-06,0.0630456077919031,0.955252523897952,3.01263942188398e-05,0.194040370648413,0.96571149313771,"gi|659916852|emb|CDP49717.1| Inorganic pyrophosphatase [Propionibacterium freudenreichii subsp. freudenreichii]",8.08876269093757,6,4,3,2,4,4,3,3,4,2,3,2,7,4,4,7,5,2,"c416.a1.a1","OK",0.184483912200662,0.366632585006379,"gi|659916852|emb|CDP49717.1| Inorganic pyrophosphatase [Propionibacterium freudenreichii subsp. freudenreichii]",1.37931034482759
"gi|659916853|emb|CDP49718.1|",8.27153252906527,8.85245986381534,8.60083696907715,8.55426874288736,8.79069338607222,8.82559541243942,8.842801147152,8.95838572443938,9.0022247502523,9.0377293858054,8.19755160801861,7.90567750475889,8.3429716183403,8.39938061124197,8.36744073381665,8.37618525911796,8.61369095199335,8.42548080799061,"c233.a1.a1",8.67780421186262e-07,0.00108845530438109,0.760890184978495,8.74091551522162e-06,0.00763296504591299,0.839707494976267,"gi|659916853|emb|CDP49718.1| carboxypeptidase (serine-type D-Ala-D-Ala carboxypeptidase) (D-alanyl-D-alanine-carboxypeptidase) [Propionibacterium freudenreichii subsp. freudenreichii]",0.316580572287075,12,12,13,10,13,13,13,12,13,13,11,12,12,12,12,11,13,11,"c233.a1.a1","OK",0.684450970311068,0.85791988744491,"gi|659916853|emb|CDP49718.1| carboxypeptidase (serine-type D-Ala-D-Ala carboxypeptidase) (D-alanyl-D-alanine-carboxypeptidase) [Propionibacterium freudenreichii subsp. freudenreichii]",0.946428571428572
"gi|659916854|emb|CDP49719.1|",7.22868559824343,8.20489439420587,7.83655717929871,7.89863769544066,7.85422465011993,7.99021964678132,7.86832133125603,7.70952031849591,7.75752441895639,7.96508449634549,6.09024899698851,6.30291232243093,7.25956134261101,7.32966286245867,7.28840195345205,7.04606881899348,7.07685720917508,6.09024899698851,"c521.a1.a1",4.13954856628177e-05,0.212359679297652,0.167972457927353,0.000194348297094924,0.459559618480076,0.484670529644549,"gi|659916854|emb|CDP49719.1| Hypothetical protein PFCIRM129_01720 [Propionibacterium freudenreichii subsp. freudenreichii]",0.137545924625573,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,3,0,"c521.a1.a1","OK",0.316677233925204,0.524731669934112,"gi|659916854|emb|CDP49719.1| Hypothetical protein PFCIRM129_01720 [Propionibacterium freudenreichii subsp. freudenreichii]",0.777777777777778
"gi|659916856|emb|CDP49721.1|",8.03105004768431,8.49865192407258,7.97067740803987,7.80749675273485,7.78280023983164,7.88450619730097,7.91975008003467,7.664401612834,7.8512296873142,8.36980989335057,7.78612863018616,8.31449669033281,8.13160188933076,8.20632617450732,8.19338870479247,7.98982361320021,8.68657300393695,7.6845198298837,"c411.a1.a1",0.362556368604978,0.965727349058942,0.62203672545504,0.43128242001546,0.976301006165427,0.762584557536266,"gi|659916856|emb|CDP49721.1| hypoxanthine phosphoribosyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]",1.39650369166199,7,5,4,5,5,5,5,3,3,3,6,6,6,6,5,3,3,4,"c411.a1.a1","OK",0.382372364574834,0.595855694672446,"gi|659916856|emb|CDP49721.1| hypoxanthine phosphoribosyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]",1.21052631578947
"gi|659916858|emb|CDP49723.1|",8.04226228184828,7.45056356660219,7.13999888267905,7.19087919645095,7.07456302296578,7.06850189221962,7.72383322614555,6.92702597407095,6.80801593549405,7.82642701889746,7.23400826213581,7.11865853389229,7.9779423056422,7.90383944176933,8.14574232875459,7.80922428412184,8.15994142062917,7.38240207195328,"c278.a1.a1",0.0167162803221302,0.46139686725048,0.504304790300122,0.0304632213765135,0.663932115472119,0.693262664581309,"gi|659916858|emb|CDP49723.1| GTP cyclohydrolase I (GTP-CH-I) [Propionibacterium freudenreichii subsp. freudenreichii]",3.18815041302853,12,4,4,3,4,3,2,1,3,3,10,10,11,11,11,11,11,6,"c278.a1.a1","OK",5.77505988145979e-10,8.05941690123722e-09,"gi|659916858|emb|CDP49723.1| GTP cyclohydrolase I (GTP-CH-I) [Propionibacterium freudenreichii subsp. freudenreichii]",3.44444444444444
"gi|659916874|emb|CDP49739.1|",8.08302563780692,8.33697674149373,8.3297649536033,8.28002785766584,8.63849332155962,8.16149319356909,8.74039413369015,8.32151411638026,8.23748945430012,8.09772419340249,8.1099003030265,7.5396767260131,7.99646248959371,8.01495339510702,8.01017501917083,7.77429608584278,7.58988380117128,7.82555458195356,"c378.a1.a1",0.000272537191890117,0.0757152636564122,0.89110517950297,0.000989234773343959,0.216550463616553,0.931534801184189,"gi|659916874|emb|CDP49739.1| DNA integrity scanning protein disA [Propionibacterium freudenreichii subsp. freudenreichii]",0.334117312692072,7,5,7,6,6,6,6,4,7,6,6,5,7,7,6,7,6,6,"c378.a1.a1","OK",0.702886369005023,0.86892251916369,"gi|659916874|emb|CDP49739.1| DNA integrity scanning protein disA [Propionibacterium freudenreichii subsp. freudenreichii]",1.07547169811321
"gi|659916875|emb|CDP49740.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,1,1,4,2,3,1,3,2,10,11,11,11,11,11,10,10,"c304.a1.a1","OK",5.86702797807215e-15,1.67476980464969e-13,"gi|659916875|emb|CDP49740.1| DNA repair protein [Propionibacterium freudenreichii subsp. freudenreichii]",5.64705882352941
"gi|659916876|emb|CDP49741.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,2,3,4,4,1,4,4,5,6,9,7,7,9,7,6,"c310.a1.a1","OK",1.20548290634823e-05,7.07517070267936e-05,"gi|659916876|emb|CDP49741.1| Hypothetical protein PFCIRM129_01830 [Propionibacterium freudenreichii subsp. freudenreichii]",2.64
